,mmol_experiment1_reagent1_chemical1,mmol_experiment1_reagent2_chemical2,mmol_experiment1_reagent2_chemical3,mmol_experiment1_reagent3_chemical3,mmol_experiment1_reagent6_chemical5,mmol_experiment1_reagent7_chemical5,mmol_experiment2_reagent1_chemical1,mmol_experiment2_reagent4_chemical2,mmol_experiment2_reagent4_chemical4,mmol_experiment2_reagent5_chemical4,mmol_experiment2_reagent6_chemical5,mmol_experiment2_reagent7_chemical5
0,5.138808223951679,0.324,0.648,0.534,0.7421247012817728,2.83597653704106,0.0,0.0,0.0,0.0,0.0,0.0
1,2.7840631896852135,0.453,0.906,1.104,4.028676949815338,1.2987182272431024,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5203856429318156,0.9735,1.947,0.066,5.67195307408212,0.39756680425809254,0.0,0.0,0.0,0.0,0.0,0.0
3,1.2619351841096527,0.7125,1.425,0.768,2.3854008255485555,0.4770801651097111,0.0,0.0,0.0,0.0,0.0,0.0
4,6.699965152747126,0.1935,0.387,0.336,3.2070388876819464,1.1661959591570714,0.0,0.0,0.0,0.0,0.0,0.0
5,4.878615402485772,0.258,0.516,0.918,6.493591136215512,0.05300890723441234,0.0,0.0,0.0,0.0,0.0,0.0
6,1.405041235915902,0.7785,1.557,0.438,4.850315011948729,1.2722137736258963,0.0,0.0,0.0,0.0,0.0,0.0
7,0.09106748751306773,1.038,2.076,0.006,1.563762763415164,2.570932000868998,0.0,0.0,0.0,0.0,0.0,0.0
8,2.6149378557323733,0.5175,1.035,0.924,1.1661959591570714,1.6432761242667826,0.0,0.0,0.0,0.0,0.0,0.0
9,3.9939598095016846,0.3885,0.777,0.804,4.426243754073431,1.1396915055398653,0.0,0.0,0.0,0.0,0.0,0.0
10,0.02601928214659078,0.9075,1.815,0.558,6.069519878340213,0.4770801651097111,0.0,0.0,0.0,0.0,0.0,0.0
11,3.3174584736903245,0.648,1.296,0.078,2.782967629806648,3.6046056919400393,0.0,0.0,0.0,0.0,0.0,0.0
12,7.311418283192009,0.129,0.258,0.312,1.9613295676732567,4.0816858570497505,0.0,0.0,0.0,0.0,0.0,0.0
13,6.296666279474969,0.096,0.192,0.912,5.247881816206822,0.05300890723441234,0.0,0.0,0.0,0.0,0.0,0.0
14,0.8065977465443142,0.615,1.23,1.368,3.6046056919400393,0.8216380621333913,0.0,0.0,0.0,0.0,0.0,0.0
15,1.1188291323034034,0.876,1.752,0.18,0.34455789702368017,3.5515967847056267,0.0,0.0,0.0,0.0,0.0,0.0
16,3.486583807643165,0.3555,0.711,1.17,0.23854008255485554,4.98283728003476,0.0,0.0,0.0,0.0,0.0,0.0
17,0.3122313857590893,0.486,0.972,2.112,3.4985878774712145,2.014338474907669,0.0,0.0,0.0,0.0,0.0,0.0
18,0.10407712858636312,1.005,2.01,0.132,5.141864001737996,0.23854008255485554,0.0,0.0,0.0,0.0,0.0,0.0
19,2.0425136485073763,0.7455,1.491,0.276,1.8818162068216382,1.722789485118401,0.0,0.0,0.0,0.0,0.0,0.0
20,1.6262051341619237,0.2265,0.453,2.544,2.7034542689550296,2.014338474907669,0.0,0.0,0.0,0.0,0.0,0.0
21,4.449297247067023,0.1605,0.321,1.506,5.963502063871388,0.10601781446882468,0.0,0.0,0.0,0.0,0.0,0.0
22,1.2489255430363573,0.681,1.362,0.9,4.320225939604605,2.0938518357592875,0.0,0.0,0.0,0.0,0.0,0.0
23,0.16912533395284007,0.9405,1.881,0.36,1.060178144688247,1.9348251140560506,0.0,0.0,0.0,0.0,0.0,0.0
24,3.4735741665698687,0.42,0.84,0.918,1.4577449489463392,3.5515967847056267,0.0,0.0,0.0,0.0,0.0,0.0
25,1.3139737484028344,0.291,0.582,2.43,4.744297197479905,1.537258309797958,0.0,0.0,0.0,0.0,0.0,0.0
26,0.8586363108374957,0.81,1.62,0.564,6.387573321746687,0.1855311753204432,0.0,0.0,0.0,0.0,0.0,0.0
27,2.3807643164130563,0.5505,1.101,0.9,3.1010210732131216,0.1855311753204432,0.0,0.0,0.0,0.0,0.0,0.0
28,4.293181554187479,0.0315,0.063,2.094,2.2793830110797306,3.8431457744948947,0.0,0.0,0.0,0.0,0.0,0.0
29,7.402485770705077,0.0225,0.045,0.696,5.565935259613296,0.10601781446882468,0.0,0.0,0.0,0.0,0.0,0.0
30,0.4032988732721571,0.543,1.086,1.842,3.9226591353465134,0.34455789702368017,0.0,0.0,0.0,0.0,0.0,0.0
31,1.300964107329539,0.8025,1.605,0.39,0.6361068868129481,2.1468607429936997,0.0,0.0,0.0,0.0,0.0,0.0
32,4.0720176559414565,0.282,0.564,1.194,0.4240712578752987,3.260047794916359,0.0,0.0,0.0,0.0,0.0,0.0
33,2.601928214659078,0.4125,0.825,1.35,3.7106235064088637,0.07951336085161852,0.0,0.0,0.0,0.0,0.0,0.0
34,0.598443489371588,0.933,1.866,0.192,5.353899630675646,0.07951336085161852,0.0,0.0,0.0,0.0,0.0,0.0
35,1.001742362643745,0.672,1.344,1.05,2.0673473821420814,1.9613295676732567,0.0,0.0,0.0,0.0,0.0,0.0
36,3.3564873969102105,0.153,0.306,2.04,2.8889854442754728,3.127525526830328,0.0,0.0,0.0,0.0,0.0,0.0
37,3.265419909397143,0.2175,0.435,1.824,6.175537692809038,0.31805344340647407,0.0,0.0,0.0,0.0,0.0,0.0
38,2.1205714949471486,0.738,1.476,0.27,4.532261568542255,0.7951336085161851,0.0,0.0,0.0,0.0,0.0,0.0
39,0.4553374375653386,0.9975,1.995,0.0,1.24570932000869,2.782967629806648,0.0,0.0,0.0,0.0,0.0,0.0
40,2.276687187826693,0.477,0.954,1.242,0.8481425157505974,4.293721485987399,0.0,0.0,0.0,0.0,0.0,0.0
41,0.702520617957951,0.348,0.696,2.484,4.134694764284163,2.014338474907669,0.0,0.0,0.0,0.0,0.0,0.0
42,1.2229062608897665,0.867,1.734,0.168,5.7779708885509455,0.4770801651097111,0.0,0.0,0.0,0.0,0.0,0.0
43,0.16912533395284007,0.6075,1.215,1.692,2.49141864001738,3.04801216597871,0.0,0.0,0.0,0.0,0.0,0.0
44,2.1465907770937394,0.087,0.174,2.862,1.669780577883989,4.108190310666956,0.0,0.0,0.0,0.0,0.0,0.0
45,3.629689859449414,0.12,0.24,2.046,4.956332826417555,1.4842494025635455,0.0,0.0,0.0,0.0,0.0,0.0
46,1.4310605180624927,0.6405,1.281,0.978,3.3130567021507713,2.9154898978926784,0.0,0.0,0.0,0.0,0.0,0.0
47,0.468347078638634,0.9,1.8,0.384,0.02650445361720617,4.0816858570497505,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,2.1465907770937394,5.326,3.7281999999999997,1.2728,12.298066478383664,14.206387138822507
49,0.0,0.0,0.0,0.0,0.0,0.0,8.937623417353933,3.84,2.688,2.9082000000000003,9.011514229850098,17.492939387356074
50,0.0,0.0,0.0,0.0,0.0,0.0,23.417353931931704,0.87,0.609,5.661,22.131218770367152,4.3732348468390185
51,0.0,0.0,0.0,0.0,0.0,0.0,29.544894877453828,1.242,0.8694,0.7992,15.558114273300022,10.94633934390615
52,0.0,0.0,0.0,0.0,0.0,0.0,7.324427924265304,4.212,2.9483999999999995,2.4494000000000002,2.4384097327829677,24.066043884423202
53,0.0,0.0,0.0,0.0,0.0,0.0,0.6244627715181786,5.696,3.9871999999999996,0.7696000000000001,3.260047794916359,23.244405822289814
54,0.0,0.0,0.0,0.0,0.0,0.0,13.217795330468116,2.726,1.9082,4.595400000000001,16.379752335433412,10.124701281772758
55,0.0,0.0,0.0,0.0,0.0,0.0,25.329771169706124,1.984,1.3888,0.4514,22.952856832500544,3.5515967847056267
56,0.0,0.0,0.0,0.0,0.0,0.0,5.581136020443722,4.954,3.4677999999999995,0.6956,9.83315229198349,16.671301325222682
57,0.0,0.0,0.0,0.0,0.0,0.0,6.465791613427808,3.468,2.4276,5.690600000000001,13.119704540517054,13.384749076689117
58,0.0,0.0,0.0,0.0,0.0,0.0,0.5203856429318156,0.498,0.34859999999999997,20.061400000000003,26.239409081034108,0.26504453617206175
59,0.0,0.0,0.0,0.0,0.0,0.0,12.645371123243118,0.684,0.47879999999999995,12.476400000000002,19.66630458396698,6.811644579621986
60,0.0,0.0,0.0,0.0,0.0,0.0,0.598443489371588,3.654,2.5578,8.3398,6.546600043449923,19.957853573756246
61,0.0,0.0,0.0,0.0,0.0,0.0,1.0667905680102219,5.14,3.5979999999999994,2.5752,4.9033239191831415,21.60112969802303
62,0.0,0.0,0.0,0.0,0.0,0.0,20.17795330468115,2.17,1.519,2.6936,18.023028459700196,8.481425157505976
63,0.0,0.0,0.0,0.0,0.0,0.0,13.582065280520386,2.912,2.0383999999999998,3.7,24.596132956767327,1.9083206604388443
64,0.0,0.0,0.0,0.0,0.0,0.0,0.702520617957951,5.882,4.1174,0.037,11.476428416250272,15.028025200955899
65,0.0,0.0,0.0,0.0,0.0,0.0,8.105006388663028,4.396,3.0772,1.3246000000000002,8.189876167716706,18.314577449489466
66,0.0,0.0,0.0,0.0,0.0,0.0,2.8230921129050994,1.426,0.9982,15.318,21.30958070823376,5.1948729089724095
67,0.0,0.0,0.0,0.0,0.0,0.0,6.621907306307353,1.056,0.7392,14.526200000000001,14.762980664783838,11.741472952422333
68,0.0,0.0,0.0,0.0,0.0,0.0,1.9254268788477178,4.026,2.8182,6.208600000000001,1.6432761242667826,24.861177492939387
69,0.0,0.0,0.0,0.0,0.0,0.0,1.405041235915902,5.51,3.8569999999999998,1.0138,1.2192048663914838,25.285248750814688
70,0.0,0.0,0.0,0.0,0.0,0.0,20.099895458241374,2.54,1.778,1.369,14.338909406908538,12.165544210297632
71,0.0,0.0,0.0,0.0,0.0,0.0,21.921245208502732,1.798,1.2586,3.0784000000000002,20.91201390397567,5.592439713230502
72,0.0,0.0,0.0,0.0,0.0,0.0,1.1708676965965852,4.768,3.3376,3.8924000000000003,7.792309363458614,18.712144253747557
73,0.0,0.0,0.0,0.0,0.0,0.0,3.6687187826692997,3.284,2.2987999999999995,7.962400000000001,11.052357158374972,15.452096458831198
74,0.0,0.0,0.0,0.0,0.0,0.0,16.496224880938552,0.314,0.2198,11.655,24.172061698892026,2.332391918314143
75,0.0,0.0,0.0,0.0,0.0,0.0,16.066906725519807,0.22,0.154,12.247,17.625461655442106,8.878991961764067
76,0.0,0.0,0.0,0.0,0.0,0.0,7.207341154605646,3.19,2.233,6.2974000000000006,4.505757114925049,21.99869650228112
77,0.0,0.0,0.0,0.0,0.0,0.0,0.234173539319317,4.676,3.2731999999999997,4.7656,6.149033239191832,20.35542037801434
