,mmol_experiment1_reagent1_chemical1,mmol_experiment1_reagent2_chemical2,mmol_experiment1_reagent2_chemical3,mmol_experiment1_reagent3_chemical3,mmol_experiment1_reagent6_chemical5,mmol_experiment1_reagent7_chemical5,mmol_experiment2_reagent1_chemical1,mmol_experiment2_reagent4_chemical2,mmol_experiment2_reagent4_chemical4,mmol_experiment2_reagent5_chemical4,mmol_experiment2_reagent6_chemical5,mmol_experiment2_reagent7_chemical5
0,3.3174584736903245,0.612,1.224,0.222,2.0408429285248753,4.0816858570497505,0.0,0.0,0.0,0.0,0.0,0.0
1,1.899407596701127,0.093,0.186,2.952,5.32739517705844,0.4770801651097111,0.0,0.0,0.0,0.0,0.0,0.0
2,2.302706469973284,0.126,0.252,2.634,3.6841190527916576,1.3517271344775148,0.0,0.0,0.0,0.0,0.0,0.0
3,3.1353234986641887,0.645,1.29,0.174,0.39756680425809254,5.830979795785357,0.0,0.0,0.0,0.0,0.0,0.0
4,0.039028923219886165,0.9045,1.809,0.564,0.29154898978926785,3.04801216597871,0.0,0.0,0.0,0.0,0.0,0.0
5,1.4961087234289698,0.3855,0.771,1.968,3.578101238322833,1.3517271344775148,0.0,0.0,0.0,0.0,0.0,0.0
6,3.8768730398420264,0.5145,1.029,0.354,5.221377362589616,0.34455789702368017,0.0,0.0,0.0,0.0,0.0,0.0
7,0.10407712858636312,1.035,2.07,0.012,1.9348251140560506,1.563762763415164,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0295040074340807,0.7755,1.551,0.162,2.7564631761894414,3.1010210732131216,0.0,0.0,0.0,0.0,0.0,0.0
9,5.919386688349402,0.255,0.51,0.45,6.043015424723007,0.4505757114925049,0.0,0.0,0.0,0.0,0.0,0.0
10,1.6131954930886283,0.1905,0.381,2.694,4.399739300456225,0.10601781446882468,0.0,0.0,0.0,0.0,0.0,0.0
11,2.367754675339761,0.7095,1.419,0.27,1.113187051922659,3.3925700630023896,0.0,0.0,0.0,0.0,0.0,0.0
12,0.02601928214659078,0.9705,1.941,0.306,1.537258309797958,3.5250923310884206,0.0,0.0,0.0,0.0,0.0,0.0
13,1.4440701591357883,0.45,0.9,1.734,4.797306104714316,1.563762763415164,0.0,0.0,0.0,0.0,0.0,0.0
14,1.6912533395284006,0.3195,0.639,2.142,6.440582228981099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1.1188291323034034,0.84,1.68,0.324,3.1540299804475342,3.04801216597871,0.0,0.0,0.0,0.0,0.0,0.0
16,1.9254268788477178,0.5805,1.161,0.99,2.332391918314143,0.8216380621333913,0.0,0.0,0.0,0.0,0.0,0.0
17,0.9887327215704496,0.06,0.12,3.504,5.618944166847708,0.31805344340647407,0.0,0.0,0.0,0.0,0.0,0.0
18,5.919386688349402,0.0435,0.087,1.296,3.975668042580925,0.15902672170323703,0.0,0.0,0.0,0.0,0.0,0.0
19,2.9922174468579397,0.564,1.128,0.564,0.7156202476645666,4.823810558331523,0.0,0.0,0.0,0.0,0.0,0.0
20,1.4310605180624927,0.8235,1.647,0.246,0.5035846187269173,6.0165109711058005,0.0,0.0,0.0,0.0,0.0,0.0
21,5.815309559763039,0.3045,0.609,0.3,3.790136867260482,0.5035846187269173,0.0,0.0,0.0,0.0,0.0,0.0
22,1.2489255430363573,0.4335,0.867,1.89,5.433412991527265,0.34455789702368017,0.0,0.0,0.0,0.0,0.0,0.0
23,0.19514461609943085,0.954,1.908,0.294,2.1468607429936997,3.5250923310884206,0.0,0.0,0.0,0.0,0.0,0.0
24,2.3547450342664655,0.6945,1.389,0.336,2.968498805127091,1.5902672170323702,0.0,0.0,0.0,0.0,0.0,0.0
25,1.6652340573818099,0.174,0.348,2.736,6.22854660004345,0.13252226808603088,0.0,0.0,0.0,0.0,0.0,0.0
26,3.603670577302823,0.2385,0.477,1.584,4.6117749293938735,0.31805344340647407,0.0,0.0,0.0,0.0,0.0,0.0
27,1.2879544662562437,0.759,1.518,0.57,1.3252226808603087,2.4119052791657616,0.0,0.0,0.0,0.0,0.0,0.0
