,chemical1 [M],chemical2 [M],chemical3 [M],chemical5 [M]
0,0.9743507554894225,0.6091772151898734,2.376582278481013,6.933654532771234
1,2.0280618301326534,0.9682448036951502,1.9676674364896072,5.08053037004183
2,2.3798123914564737,0.35254988913525503,2.316518847006652,5.935587173698054
3,3.6104737841026195,0.5143348623853211,1.849197247706422,5.227942685962685
4,0.23909610621191527,1.045945945945946,2.2767567567567566,6.44702925823934
5,2.4912078650991174,0.753191489361702,1.7361702127659575,6.767094540563278
6,3.7983231029597655,0.22163120567375885,2.1879432624113475,4.574054643158512
7,4.760774450734908,0.3061594202898551,1.8514492753623186,4.097306839374867
8,0.12363967229108606,0.8157338965153115,2.46779303062302,6.912988430253352
9,0.04298339561661472,1.138215859030837,2.3160792951541853,6.071504793368814
10,4.081755777402901,0.6028202115158637,1.6868390129259694,4.702905400937874
11,1.8783973742191207,0.40909090909090906,2.310160427807487,6.661547165821872
12,0.2409192791350998,0.9836601307189542,2.3643790849673203,6.29408593524068
13,1.1725427576789835,0.690450643776824,2.2837982832618025,6.597675149347458
14,3.562163627211833,0.1464285714285714,2.371428571428571,4.417408936201029
15,5.438970424618675,0.11024096385542168,1.8036144578313253,4.151299964140725
16,0.028405329854356745,0.6664847161572053,2.7625545851528384,6.249958494887045
17,1.5175615249867367,0.9225874867444326,1.8928950159066809,6.829885714720149
18,5.833504538203626,0.4163701067615658,1.302491103202847,4.496010518695708
19,4.449184609481973,0.5194805194805194,1.3506493506493507,6.425322089019677
20,0.27252831355304563,1.1030871003307605,2.2756339581036387,6.048976735128641
21,1.0148365734314928,0.8028169014084507,2.258938244853738,6.403567883680364
22,3.847500294403815,0.2537399309551208,2.040276179516686,5.154490979640786
23,8.388815042494405,0.1859356376638856,0.666865315852205,4.3910834955800455
24,2.0703514826319545,0.7258064516129032,1.9451612903225808,6.5548648730724945
25,0.15691453048930845,1.0263157894736843,2.373355263157895,6.161122989964592
26,2.8815213780763913,0.4555921052631579,2.001644736842105,6.161122989964592
27,4.131330602354078,0.3549190535491905,2.1388542963885424,3.3996995299778776
28,1.7045106445415013,0.9020156774916014,2.0358342665173574,5.728286168108389
29,4.3686017542850415,0.5765575501583949,1.2386483632523762,6.9129884302533515
30,1.954430023625798,0.029243119266055044,2.907110091743119,5.227942685962684
31,4.915694998378714,0.03745928338762215,1.6824104234527686,6.359917751794315
32,4.414724436325052,0.5869565217391305,1.226405090137858,6.829885714720149
33,2.0369380880473926,0.9291428571428572,1.9662857142857142,5.300890723441234
34,1.6192851123144263,0.31276595744680846,2.478191489361702,6.767094540563278
35,5.472805739968013,0.5102163461538461,1.3828125000000002,4.20503350657598
36,0.5530134356342354,1.0026567481402764,2.15356004250797,6.788069417371612
37,3.1028341811175104,0.7315508021390374,1.5641711229946524,6.6615471658218715
38,4.739226390986177,0.19464285714285715,1.9160714285714284,4.417408936201029
39,3.1316951470180845,0.24337221633085895,2.0137857900318137,6.829885714720148
40,0.7065939241086954,0.7971246006389776,2.3130990415335466,6.746074988830964
41,0.19212550108242138,1.0632911392405064,2.1930379746835444,6.933654532771234
42,4.950713167054525,0.602216748768473,1.564655172413793,3.6557867058215407
43,5.680046640852652,0.4288277511961722,1.374401913875598,4.311729296578994
44,1.4952004241059147,0.9441460794844253,1.9221267454350162,6.57629300276544
45,1.264826215459274,0.6602564102564102,2.267628205128205,6.682746852201555
46,1.9067117694795948,0.11161217587373169,2.7801578354002254,5.587748395059249
47,8.321628267581715,0.16458852867830426,0.8846633416458853,3.370890609669613
48,1.3716686783800571,0.707608695652174,2.2418478260869565,6.3380215171579986
49,0.13520412200884352,1.0513856812933025,2.539260969976905,5.080530370041829
50,3.570665211047661,0.4671837708830549,2.0566825775656326,4.364695225745169
51,4.722972006806907,0.5726072607260726,1.259075907590759,6.09398328492419
52,0.014423105402766508,1.1541019955654102,2.3331485587583147,5.935587173698057
53,0.04147600767256766,0.8304994686503719,2.502656748140276,6.788069417371613
54,4.272044608736587,0.2986270022883295,1.8278032036613272,5.276630353997568
55,0.4191829114525557,0.22612197928653624,3.2537399309551205,5.154490979640786
56,2.9510687418657273,0.7619808306709266,1.571884984025559,6.746074988830965
57,0.6615071732184096,1.034427966101695,2.073622881355932,6.850727418006679
58,3.9436891058421564,0.5296167247386759,1.764808362369338,4.956117343054812
59,5.889793010935732,0.36373748609566187,1.1028921023359288,5.866948019826505
60,1.439182637900147,0.9266155531215772,2.025739320920044,6.183404841692129
61,1.923283791194672,0.6193241816261881,2.041710665258712,6.9129884302533515
62,2.4091927913509985,0.07407407407407407,2.627946127946128,5.681650550938696
63,5.27262986230474,0.05451541850220265,1.5908590308370043,6.071504793368814
64,2.2564902075737185,0.6102783725910064,1.981798715203426,6.64030208396814
65,0.6359654509793708,0.8815090329436769,2.2460148777895856,6.788069417371613
66,5.863290070877395,0.3560779816513761,1.2282110091743117,5.227942685962684
67,2.4402791499490757,0.525089605734767,2.3942652329749103,4.338243901502085
68,0.35506662317945936,1.0480349344978166,2.2680131004366815,6.2499584948870455
