,chemical1 [M],chemical2 [M],chemical3 [M],chemical5 [M]
0,5.199541457154542,0.30845771144278605,1.6243781094527365,4.527294730633891
1,6.618541175400277,0.2438811188811189,1.4003496503496504,3.3362249308371403
2,2.8078362028695087,0.7359712230215826,1.5302158273381294,7.436501374611804
3,0.02055235556602747,1.1018957345971565,2.4454976303317535,5.568866241845845
4,5.816074832767351,0.638235294117647,1.7617647058823531,0.5196951689648269
5,8.453735639067434,0.45233463035019456,1.0009727626459144,0.7219111880172887
6,1.4092075887870987,0.9489795918367347,2.0957613814756675,5.70032989883398
7,3.815416909907804,0.5987124463519312,1.300429184549356,7.545616981150254
8,7.896286494921897,0.0808695652173913,1.1008695652173912,3.4571026457225438
9,7.170330228515941,0.0594059405940594,1.1732673267326732,4.63609254690405
10,0.8376070280066894,0.5568493150684931,2.235616438356164,8.35071826295537
11,1.6359428894563064,0.8869760479041916,1.915419161676647,6.665790730075802
12,1.8653529480092652,0.40808823529411764,3.0827205882352944,2.1437425719799106
13,1.3706586130793357,0.5598214285714286,2.9839285714285713,2.8397628875578036
14,0.49451852032994176,1.0021929824561404,2.116228070175439,7.129853019833239
15,1.4300141662335413,0.6695710455764076,1.8518766756032172,8.740074517202036
16,3.70210043404065,0.20739549839228297,2.1294212218649515,5.198622735207641
17,4.842844392766473,0.2969543147208122,1.83502538071066,4.081058001972524
18,1.0189369232231356,0.7636363636363637,2.0307692307692307,7.9698706681109455
19,0.0796915226541831,1.1209800918836141,2.297090352220521,6.210078718885978
20,6.00066620393965,0.6805293005671077,1.497164461247637,1.4529851699413592
21,7.366303486798733,0.5124760076775432,1.2581573896353166,1.0683177081791353
22,0.6050995848044367,0.9906976744186048,2.2883720930232556,5.95836554185255
23,0.9568618611193215,0.6407355021216408,2.210749646393211,7.760144128375781
24,4.061328774167686,0.14150943396226415,2.3130360205831906,3.77336132114599
25,4.767376614806943,0.0952768729641694,1.9201954397394136,4.9210223328363245
26,2.961544309368056,0.5833333333333333,1.4410569105691056,8.547506722080039
27,0.7698012469405555,0.9097633136094675,2.1523668639053253,6.900567805663145
28,4.972888163886463,0.4429347826086956,1.9130434782608696,2.4967963552440593
29,1.9381215751650485,0.6284916201117319,2.8910614525139664,1.826191403792604
30,0.35427161772967775,1.0711043872919817,2.210287443267776,6.455698989970035
31,2.540663976917797,0.7250692520775622,1.5124653739612186,8.149568840747605
32,5.408014402755513,0.25292153589315525,1.632721202003339,4.3805357397385825
33,1.0994062878841173,0.18485915492957747,3.39612676056338,3.173068390792288
34,2.7864354252499535,0.6903039073806078,1.6020260492040521,7.326122490428912
35,0.7640582852570309,1.05,2.2571428571428567,5.469172968629844
36,7.199010870598239,0.5750988142292489,1.3814229249011856,0.3142820587020495
37,1.920714725388099,0.3897637795275591,3.3750000000000004,0.41739297034970346
38,2.079072386713346,0.9018987341772151,1.9390822784810122,5.535740312454453
39,2.1964329084784424,0.5541125541125542,1.9329004329004331,7.381471209409511
40,4.199603434186582,0.021052631578947368,2.473684210526316,3.2549329003586527
41,5.974477431330329,0.01497504159733777,1.6622296173044926,4.4541594265188404
42,0.7547029351911689,0.5262430939226519,2.3204419889502765,8.20027294234003
43,0.8646891347809625,0.8564954682779455,2.243202416918429,6.48598411780574
44,6.010019716605848,0.3617810760667904,1.7337662337662336,1.9177619500390364
45,1.6438174641347965,0.51985559566787,2.9729241877256314,2.5834665980670275
46,0.9018482749924532,0.9712389380530974,2.0353982300884956,6.9583963773786115
47,0.15822536440494392,0.6405405405405404,2.3452702702702704,8.596039010985786
48,2.4076283804475236,0.16558441558441558,2.654220779220779,4.991098408434929
49,5.0481855104924,0.25384615384615383,1.8461538461538463,3.8510744572008964
50,0.4036842081981645,0.734132581100141,2.2997179125528917,7.813019472490959
51,0.3217221903751565,1.0896445131375578,2.276661514683153,6.021877406073117
52,2.6118782269522294,0.6395793499043977,2.7590822179732313,1.1655878263780917
53,4.43454808713082,0.4548022598870057,2.248587570621469,1.547340983302055
54,1.509515605451068,0.9366412213740458,1.9763358778625957,6.272046275827414
55,2.050333948789929,0.5962343096234309,1.8326359832635983,8.02157103895919
56,7.700478948948873,0.09359190556492412,1.0370994940978078,4.156684968634358
57,1.0632879723366424,0.12740384615384615,3.1105769230769234,5.266910654701226
58,1.7566493962604737,0.6016042780748664,1.7987967914438503,8.787572857041619
59,0.18964491360488905,0.9271137026239067,2.2871720116618075,7.186338735860565
60,2.916752269101813,0.47241992882562284,2.522241992882562,2.9239788688021044
61,0.19061745162337568,0.6538461538461539,3.401098901098901,2.2329759457719485
62,0.2330084968351413,1.0880597014925373,2.1895522388059696,6.725010619291118
63,2.381546316696151,0.7418032786885246,1.5081967213114755,8.400318632775726
64,1.8401794939200715,0.2837171052631579,2.7804276315789473,4.708027945161621
