,chemical1 [M],chemical2 [M],chemical3 [M],chemical5 [M]
0,5.1756257434448205,0.1301989150090416,2.148282097649186,2.540209840347065
1,1.7410672068350705,0.8224907063197027,2.7574349442379185,1.8720617796539676
2,0.2952263481080648,0.9508320726172466,2.350983358547655,6.455698989970035
3,1.655445337127491,0.35684647302904565,2.1825726141078836,8.17495595662099
4,1.4961087234289698,0.585,2.6474999999999995,4.41740893620103
5,0.411552793179819,1.2680140597539544,2.543936731107206,3.214072582754351
6,1.8612058760928376,0.7738439306358381,1.833815028901734,7.353836841768186
7,5.051286946049715,0.26148969889064977,1.557052297939778,5.502509388041218
8,3.3614654449737595,0.23372781065088757,3.041420118343195,0.3659392018154698
9,3.786964827276084,0.9683168316831683,2.1772277227722774,0.26242033284362554
10,0.5377594084351036,1.0731319554848966,2.317965023847377,5.435730551064541
11,5.486674713520229,0.44130434782608696,0.9217391304347826,7.298327807636482
12,0.8948430367875135,0.373015873015873,3.285714285714286,3.131919563232475
13,2.43658829466402,0.9732441471571905,1.946488294314381,4.343539221548837
14,2.0389590031655747,0.549237170596394,1.866158113730929,8.124111302916177
15,7.9043425308961375,0.038636363636363635,0.6363636363636362,6.425322089019678
16,8.956264097100743,0.036380597014925374,1.0634328358208955,1.7801498698123548
17,1.109715300262946,0.7105263157894738,2.9891107078039925,2.4532252894328765
18,2.0622690293964543,0.8533333333333333,1.7666666666666666,6.871525011868266
19,2.4359979214582954,0.27883310719131615,1.9314789687924017,8.52314180091976
20,5.836299013305436,0.48694942903752036,1.1647634584013051,4.885812820137517
21,0.6929533905019881,1.1494845360824744,2.4768041237113403,3.734304461530766
22,0.44225408747746364,0.6841359773371104,2.3498583569405094,7.733594114935512
23,4.262475569045539,0.17468944099378883,1.84472049689441,5.926461678381504
24,1.1758714047016985,0.3057692307692308,3.614423076923077,1.0194020622002375
25,2.291470870864529,1.002840909090909,2.4659090909090913,1.4055392069730546
26,0.3791153073506325,1.0973926380368098,2.2223926380368098,6.17895237701739
27,4.081456022994632,0.4831932773109243,1.2563025210084033,7.9439118684623535
28,5.247956907532716,0.42711864406779665,1.571186440677966,4.043052246692467
29,1.1941216444087555,1.002415458937198,2.207729468599034,5.164313828795405
30,3.387745460697054,0.5879194630872484,1.2604026845637584,8.716229713040955
31,0.22857348884267153,0.09663250366032211,3.1185944363103952,7.101486108270468
32,3.351320777378419,0.16100178890876565,2.704830053667263,2.79742891487507
33,3.563302426325392,0.8465073529411765,2.056985294117647,2.1437425719799106
34,0.19504709255315425,0.9692653673163418,2.336581709145427,6.636047607306494
35,5.371607631086299,0.3765432098765432,0.8518518518518517,8.325816019671073
36,4.795289188999789,0.6074380165289257,1.4528925619834712,4.599946495548179
37,0.1133243995931654,1.2883275261324043,2.592334494773519,3.4169504663297157
38,1.3419687067009571,0.7929799426934098,1.9663323782234958,7.518455324078541
39,5.113852623150703,0.285377358490566,1.4834905660377358,5.667619012484339
40,4.260467252073344,0.2631578947368421,2.6491228070175437,0.6716528207089283
41,1.533552975241107,0.9960707269155206,2.8939096267190574,0.46864456297614054
42,0.3705277520875269,1.096518987341772,2.3354430379746836,5.535740312454453
