,chemical1 [M],chemical2 [M],chemical3 [M],chemical4 [M],chemical5 [M]
0,2.098777566311542,0.0641025641025641,3.391025641025641,0.0,6.682746852201555
1,3.4367714920897985,0.6192513368983957,1.6684491978609626,0.0,6.661547165821872
2,0.3304035828138511,0.8873015873015873,2.5174603174603174,0.0,6.8715250118682665
3,3.8506002202323746,0.38915956151035325,2.5615103532277708,0.0,3.9062593029012747
4,4.379643143929256,0.5571428571428572,2.0832298136645964,0.0,3.457102645722544
5,0.4431855750243484,1.0648351648351646,2.281318681318681,0.0,6.116412373201424
6,2.399038132588718,0.7476290832455217,1.8240252897787144,0.0,6.9542770818591535
7,4.465110562214267,0.21550741163055873,2.2987457240592932,0.0,5.349245484886535
8,2.2557611021308257,0.27644492911668483,2.9869138495092695,0.0,6.272046275827415
9,1.6693176774854104,0.8207847295864263,2.042417815482503,0.0,6.829885714720149
10,0.07485409133081351,1.1892980437284235,2.4200230149597237,0.0,5.1544909796407845
11,4.44724689298,0.5710321864594894,1.4683684794672585,0.0,5.912758243128124
12,3.6682922370603395,0.41967213114754104,2.059016393442623,0.0,6.227822434644073
13,0.8148587281329726,0.9767818574514039,2.2062634989200864,0.0,6.468689543724184
14,2.6974633758884607,0.6949244060475162,1.9017278617710582,0.0,6.468689543724184
15,1.2357076366310455,0.1328708644610459,3.6467449306296698,0.0,6.703901288450226
16,2.198180733074049,0.10517241379310345,3.603448275862069,0.0,5.179031166580515
17,0.9184888850482521,0.6448893572181243,2.7123287671232874,0.0,6.9542770818591535
18,0.08503033381238816,0.9493464052287582,2.6372549019607847,0.0,6.294085935240681
19,4.764976971423853,0.42289156626506025,2.016867469879518,0.0,4.151299964140725
20,5.185226871695298,0.5745823389021479,1.4713603818615753,0.0,4.364695225745169
21,0.08295201534513531,1.0648246546227416,2.295430393198725,0.0,6.788069417371612
22,0.5332970450757549,0.7993527508090614,2.6860841423948223,0.0,6.490303097201511
23,0.09348245082607465,0.2658682634730539,4.455089820359281,0.0,4.285151183620159
24,2.3555918156380997,0.1863905325443787,3.511242603550296,0.0,4.548101508277982
25,3.534913610115896,0.7533407572383073,1.5400890868596881,0.0,5.843966387758153
26,1.0949421058365998,1.036544850498339,2.073089700996678,0.0,5.958365541852549
27,1.4543947637222119,0.5122850122850122,3.4643734643734643,0.0,3.7119259365620434
28,1.9711577383780894,0.3339160839160839,3.3181818181818183,0.0,4.880773509928409
29,1.6414033129858667,0.9427570093457944,2.2640186915887854,0.0,4.830250892855329
30,2.676350803857247,0.6006600660066007,2.184818481848185,0.0,6.093983284924191
31,6.992864182734364,0.030235162374020155,1.4176931690929453,0.0,5.728286168108389
32,5.909608199960977,0.037581699346405234,1.7745098039215688,0.0,6.29408593524068
33,1.8605337179577373,0.6013001083423619,2.4897074756229687,0.0,6.403567883680364
34,0.8268839665230121,0.8628177966101696,2.3421610169491522,0.0,6.850727418006679
35,6.420159097992844,0.3204989154013015,0.9533622559652928,0.0,6.3817664891754555
36,4.753522699857931,0.453525641025641,1.3878205128205128,0.0,6.682746852201555
37,0.8750879645714388,1.0594170403587444,2.18609865470852,0.0,5.704994500564556
38,3.245534136678342,0.7230443974630021,1.4968287526427064,0.0,6.892278636186806
39,4.017262792962643,0.1813186813186813,2.4000000000000004,0.0,6.116412373201424
40,1.5149281922084665,0.2755102040816326,3.7923169267707086,0.0,4.2318035187135905
41,1.3893791437499932,0.8090614886731392,2.2718446601941746,0.0,6.490303097201511
42,0.08702101052371497,1.125418060200669,2.391304347826087,0.0,5.820933514592659
43,0.568237196304856,0.5620689655172414,3.441379310344827,0.0,5.179031166580517
44,4.128059186718729,0.43269230769230765,2.2788461538461537,0.0,4.205033506575979
45,1.5778283223905165,1.005720823798627,2.066361556064073,0.0,5.276630353997565
46,0.43914400247410595,0.6534810126582279,2.920886075949367,0.0,6.933654532771233
47,4.281463863613379,0.11605080831408777,2.643187066974596,0.0,5.080530370041829
48,8.272195676819164,0.1488162344983089,0.6223224351747464,0.0,5.587748395059249
49,0.041256789873029776,0.6897463002114165,3.0412262156448198,0.0,6.892278636186806
50,0.28940938828305424,0.9661016949152543,2.3834745762711864,0.0,6.850727418006679
51,2.0201306014433835,0.4881987577639752,3.309316770186335,0.0,3.457102645722544
