,mmol_experiment1_reagent1_chemical1,mmol_experiment1_reagent2_chemical2,mmol_experiment1_reagent2_chemical3,mmol_experiment1_reagent3_chemical3,mmol_experiment1_reagent6_chemical5,mmol_experiment1_reagent7_chemical5,mmol_experiment2_reagent1_chemical1,mmol_experiment2_reagent4_chemical2,mmol_experiment2_reagent4_chemical4,mmol_experiment2_reagent5_chemical4,mmol_experiment2_reagent6_chemical5,mmol_experiment2_reagent7_chemical5
0,0.01300964107329539,1.0365,2.073,0.048,4.850315011948729,0.5565935259613295,0.0,0.0,0.0,0.0,0.0,0.0
1,3.7337669880357764,0.5175,1.035,0.408,6.493591136215512,0.05300890723441234,0.0,0.0,0.0,0.0,0.0,0.0
2,2.1205714949471486,0.387,0.774,1.674,3.2070388876819464,1.7492939387356072,0.0,0.0,0.0,0.0,0.0,0.0
3,0.07805784643977233,0.9075,1.815,0.534,2.3854008255485555,2.968498805127091,0.0,0.0,0.0,0.0,0.0,0.0
4,0.20815425717272623,0.6465,1.293,1.518,5.67195307408212,0.7421247012817728,0.0,0.0,0.0,0.0,0.0,0.0
5,7.610640027877803,0.1275,0.255,0.18,4.028676949815338,1.6962850315011948,0.0,0.0,0.0,0.0,0.0,0.0
6,7.961900336856778,0.0945,0.189,0.15,0.768629154898979,4.9033239191831415,0.0,0.0,0.0,0.0,0.0,0.0
7,2.6149378557323733,0.615,1.23,0.534,0.5565935259613295,5.009341733651966,0.0,0.0,0.0,0.0,0.0,0.0
8,0.22116389824602162,0.8745,1.749,0.6,3.8431457744948947,1.6962850315011948,0.0,0.0,0.0,0.0,0.0,0.0
9,0.6765013358113603,0.354,0.708,2.472,5.459917445144471,0.29154898978926785,0.0,0.0,0.0,0.0,0.0,0.0
10,1.470089441282379,0.4845,0.969,1.584,2.1998696502281123,1.1396915055398653,0.0,0.0,0.0,0.0,0.0,0.0
11,0.3902892321988617,1.005,2.01,0.0,3.0215077123615033,2.120356289376494,0.0,0.0,0.0,0.0,0.0,0.0
12,0.7155302590312463,0.744,1.488,0.894,6.281555507277862,0.29154898978926785,0.0,0.0,0.0,0.0,0.0,0.0
13,3.538622371936346,0.225,0.45,1.668,4.63827938301108,0.1855311753204432,0.0,0.0,0.0,0.0,0.0,0.0
14,4.7485189917528166,0.1605,0.321,1.368,1.3782315880947207,4.929828372800348,0.0,0.0,0.0,0.0,0.0,0.0
15,3.005227087931235,0.6795,1.359,0.096,0.9541603302194221,3.1540299804475342,0.0,0.0,0.0,0.0,0.0,0.0
16,0.41630851434545246,0.939,1.878,0.252,4.240712578752988,0.3710623506408864,0.0,0.0,0.0,0.0,0.0,0.0
17,1.0277616447903357,0.42,0.84,2.046,5.88398870301977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,5.112788941805088,0.2895,0.579,0.684,2.5974364544862047,1.8553117532044319,0.0,0.0,0.0,0.0,0.0,0.0
19,0.8456266697642003,0.81,1.62,0.57,1.7757983923528133,3.790136867260482,0.0,0.0,0.0,0.0,0.0,0.0
20,4.306191195260774,0.549,1.098,0.018,5.062350640886379,0.7421247012817728,0.0,0.0,0.0,0.0,0.0,0.0
21,3.6557091415960046,0.03,0.06,2.394,3.419074516619596,2.6504453617206174,0.0,0.0,0.0,0.0,0.0,0.0
22,4.6574515042397495,0.0225,0.045,1.962,0.13252226808603088,5.618944166847708,0.0,0.0,0.0,0.0,0.0,0.0
23,0.07805784643977233,0.5415,1.083,1.998,0.1855311753204432,3.6576145991744515,0.0,0.0,0.0,0.0,0.0,0.0
24,0.8586363108374957,0.801,1.602,0.6,3.4720834238540084,0.768629154898979,0.0,0.0,0.0,0.0,0.0,0.0
25,3.1353234986641887,0.282,0.564,1.626,5.115359548120791,1.1396915055398653,0.0,0.0,0.0,0.0,0.0,0.0
26,3.083284934371007,0.411,0.822,1.134,1.8288072995872258,4.028676949815338,0.0,0.0,0.0,0.0,0.0,0.0
27,0.8586363108374957,0.9315,1.863,0.078,2.6504453617206174,1.9348251140560506,0.0,0.0,0.0,0.0,0.0,0.0
28,0.9627134394238589,0.672,1.344,1.068,5.936997610254182,0.39756680425809254,0.0,0.0,0.0,0.0,0.0,0.0
29,3.759786270182367,0.1515,0.303,1.86,4.293721485987399,1.8023028459700197,0.0,0.0,0.0,0.0,0.0,0.0
