,chemical1 [M],chemical2 [M],chemical3 [M],chemical4 [M],chemical5 [M]
0,3.2984182481804414,0.46844396082698586,2.1120783460282917,0.0,6.3160776302156165
1,6.839115382214172,0.32119914346895073,0.7002141327623126,0.0,6.64030208396814
2,0.42011758040781666,0.8815931108719053,2.564047362755651,0.0,6.533390611776333
3,1.5938964228871837,0.6175496688741722,2.6655629139072845,0.0,6.026398946075576
4,0.26193908201265886,0.045302013422818796,4.486577181208054,0.0,5.7515257290134185
5,8.4237079580017,0.06070287539936102,0.46645367412140576,0.0,6.746074988830964
6,1.9694765803922658,0.6140724946695095,2.341151385927505,0.0,6.725010619291117
7,1.174685424225317,0.9430022573363431,2.3126410835214446,0.0,5.56414037562116
8,7.220878417275194,0.3667439165701043,0.8030127462340673,0.0,5.006055549947399
9,4.37837866775429,0.477491961414791,1.527331189710611,0.0,6.61901146067421
10,0.19253168607413895,1.0211416490486258,2.308668076109937,0.0,6.892278636186806
11,3.4554371026990203,0.864749082007344,1.817625458996328,0.0,3.7956194286574316
12,5.799478550746137,0.22409638554216868,1.9373493975903615,0.0,4.151299964140725
13,3.6751187994379024,0.2690655209452202,2.2781954887218046,0.0,6.576293002765441
14,1.8743879881482153,0.8228388473852722,1.9722518676627536,0.0,6.7039012884502265
15,0.09519249565825894,1.2567073170731706,2.564634146341463,0.0,3.8787005293472445
16,4.371968061970913,0.5968494749124854,1.6907817969661607,0.0,4.855541677831235
17,4.569842275746166,0.4018987341772152,1.5189873417721518,0.0,6.933654532771234
18,0.19927240156032325,0.986323851203501,2.530634573304157,0.0,6.205637936632517
19,2.3750158703574145,0.7447674418604652,2.298837209302325,0.0,4.931061138084869
20,8.12392433834603,0.1326419213973799,0.5731441048034934,0.0,6.249958494887045
21,6.720950693813909,0.09485530546623794,1.2122186495176848,0.0,6.61901146067421
22,1.6933183619209873,0.6444444444444445,2.374603174603174,0.0,6.871525011868266
23,0.1052803323850494,1.0040462427745664,2.7988439306358384,0.0,5.055762828715628
24,5.60196566434796,0.38032786885245895,1.2459016393442621,0.0,6.2278224346440725
25,5.257417248471485,0.5184182015167931,1.0888407367280606,0.0,6.403567883680364
26,0.4973817375692383,1.193548387096774,2.401433691756272,0.0,4.338243901502085
27,2.8028242910088443,0.9190535491905355,2.099626400996264,0.0,3.3996995299778776
28,0.22353335177483485,0.2508591065292096,4.206185567010309,0.0,5.252314405242459
29,4.69877624647257,0.18,2.4141176470588235,0.0,4.677256520683442
30,1.3830847652672837,0.7458471760797343,2.5215946843853825,0.0,5.958365541852549
31,0.5502993512565295,1.0119305856832972,2.27765726681128,0.0,6.381766489175454
32,6.113733166959675,0.5079754601226995,1.3177914110429445,0.0,3.7398922281947358
33,5.436864926153297,0.30223880597014924,1.3656716417910448,0.0,6.725010619291117
34,2.3151485262465967,0.9230769230769231,1.9081515499425947,0.0,5.203515004066883
35,1.9800642775051245,0.6456599286563615,2.7895362663495837,0.0,4.443671771731355
36,5.926614266723455,0.02962962962962963,2.3925925925925924,0.0,3.599370244311949
37,8.614492062046947,0.03547297297297297,0.6858108108108107,0.0,5.6113032432823875
38,2.949219480598743,0.5847457627118645,1.9194915254237288,0.0,6.850727418006679
39,0.5575560459983738,0.8917582417582418,2.5747252747252745,0.0,6.116412373201424
40,2.4940006990286,0.327914798206278,2.9024663677130045,0.0,5.704994500564556
41,3.30730326863311,0.44462025316455694,2.0158227848101267,0.0,6.933654532771234
42,0.3176451642099724,1.0,2.3121019108280256,0.0,6.808999761532795
43,0.8815275918517095,0.7442622950819673,2.695081967213115,0.0,6.227822434644073
44,3.662908651704527,0.17475728155339806,2.4919093851132685,0.0,6.490303097201511
45,6.896143452019237,0.25709421112372305,1.072644721906924,0.0,5.445296373115001
46,2.321678290799283,0.7888067581837381,1.7866948257655755,0.0,6.912988430253352
47,0.42678686778910213,1.1385746606334841,2.2771493212669682,0.0,5.516764101318931
48,0.5580115656437973,0.5955882352941176,3.6985294117647056,0.0,3.767789974994995
49,3.3453362759902427,0.37777777777777777,2.146031746031746,0.0,6.8715250118682665
50,0.8942325349715234,0.9711751662971174,2.301552106430155,0.0,5.935587173698056
51,0.5227754736685863,0.7078071182548795,3.1653272101033294,0.0,5.203515004066883
52,4.584042264039566,0.12096774193548387,2.854838709677419,0.0,3.485697373975005
53,7.008375042666021,0.13679745493107107,0.9480381760339343,0.0,6.829885714720149
54,2.1429270630826625,0.6902231668437832,2.0945802337938364,0.0,6.788069417371613
55,0.6209146875890981,1.0329545454545455,2.4204545454545454,0.0,5.421365512610354
56,4.3749235467719005,0.4297566371681416,1.7688053097345133,0.0,5.981093515387234
57,1.4719960266120862,0.5592672413793103,2.728448275862069,0.0,6.51187006974462
58,0.05565621849538135,1.1117647058823532,2.242780748663102,0.0,6.6615471658218715
59,0.28655597077743145,0.8573788546255506,2.77863436123348,0.0,6.071504793368813
