,mmol_experiment1_reagent1_chemical1,mmol_experiment1_reagent2_chemical2,mmol_experiment1_reagent2_chemical3,mmol_experiment1_reagent3_chemical3,mmol_experiment1_reagent6_chemical5,mmol_experiment1_reagent7_chemical5,mmol_experiment2_reagent1_chemical1,mmol_experiment2_reagent4_chemical2,mmol_experiment2_reagent4_chemical4,mmol_experiment2_reagent5_chemical4,mmol_experiment2_reagent6_chemical5,mmol_experiment2_reagent7_chemical5
0,0.598443489371588,0.66,1.32,1.284,2.49141864001738,3.8696502281121012,0.0,0.0,0.0,0.0,0.0,0.0
1,1.1838773376698806,0.1395,0.279,3.096,5.7779708885509455,0.6626113404301543,0.0,0.0,0.0,0.0,0.0,0.0
2,7.233360436752236,0.204,0.408,0.048,4.134694764284163,1.5902672170323702,0.0,0.0,0.0,0.0,0.0,0.0
3,1.1318387733766988,0.7245,1.449,0.78,0.8481425157505974,1.8023028459700197,0.0,0.0,0.0,0.0,0.0,0.0
4,0.44232779649204323,0.984,1.968,0.06,1.2722137736258963,1.669780577883989,0.0,0.0,0.0,0.0,0.0,0.0
5,3.1873620629573707,0.465,0.93,0.87,4.558766022159461,1.8553117532044319,0.0,0.0,0.0,0.0,0.0,0.0
6,2.276687187826693,0.3345,0.669,1.812,6.202042146426243,0.15902672170323703,0.0,0.0,0.0,0.0,0.0,0.0
7,0.3642699500522709,0.8535,1.707,0.618,2.9154898978926784,0.9541603302194221,0.0,0.0,0.0,0.0,0.0,0.0
8,1.366012312696016,0.594,1.188,1.194,2.0938518357592875,0.6891157940473603,0.0,0.0,0.0,0.0,0.0,0.0
9,5.7112324311766764,0.075,0.15,1.266,5.380404084292852,0.13252226808603088,0.0,0.0,0.0,0.0,0.0,0.0
10,5.659193866883495,0.1065,0.213,1.164,3.73712796002607,1.4577449489463392,0.0,0.0,0.0,0.0,0.0,0.0
11,2.081542571727262,0.627,1.254,0.732,0.4505757114925049,5.062350640886379,0.0,0.0,0.0,0.0,0.0,0.0
12,0.8326170286909049,0.8865,1.773,0.27,0.6626113404301543,2.226374103845318,0.0,0.0,0.0,0.0,0.0,0.0
13,1.300964107329539,0.3675,0.735,2.13,3.9226591353465134,1.3782315880947207,0.0,0.0,0.0,0.0,0.0,0.0
14,3.759786270182367,0.4965,0.993,0.48,5.565935259613296,0.6361068868129481,0.0,0.0,0.0,0.0,0.0,0.0
15,0.09106748751306773,1.017,2.034,0.09,2.3058874646969367,1.404736041711927,0.0,0.0,0.0,0.0,0.0,0.0
16,0.234173539319317,0.756,1.512,1.068,3.1010210732131216,0.39756680425809254,0.0,0.0,0.0,0.0,0.0,0.0
17,5.125798582878383,0.237,0.474,0.888,6.387573321746687,0.02650445361720617,0.0,0.0,0.0,0.0,0.0,0.0
