,chemical1 [M],chemical2 [M],chemical3 [M],chemical4 [M],chemical5 [M]
0,0.014391195877539148,1.1465707964601768,2.3462389380530975,0.0,5.981093515387234
1,3.9427317719490773,0.5464625131995776,1.5237592397043294,0.0,6.912988430253352
2,2.390723218655184,0.4363021420518602,2.7598647125140925,0.0,5.587748395059249
3,0.08653863241659904,1.0060975609756098,2.6042128603104215,0.0,5.935587173698057
4,0.22097054901563296,0.6863057324840764,2.984076433121019,0.0,6.808999761532795
5,8.308558982399349,0.13919213973799124,0.4748908296943231,0.0,6.2499584948870455
6,8.711050696779845,0.10339168490153174,0.3708971553610503,0.0,6.205637936632517
7,2.873558083222388,0.6758241758241759,1.9384615384615385,0.0,6.116412373201424
8,0.243304618532477,0.9620462046204621,2.5841584158415842,0.0,6.093983284924191
9,0.7377331906339807,0.38604143947655395,3.4678298800436202,0.0,6.272046275827415
10,1.7797692993733403,0.5865617433414043,3.0907990314769975,0.0,4.043052246692467
11,0.43656513668776475,1.1241610738255032,2.2483221476510065,0.0,5.751525729013419
12,0.7547787542523695,0.7848101265822784,2.5126582278481018,0.0,6.933654532771234
13,4.012043505596764,0.25510204081632654,2.401360544217687,0.0,5.469172968629845
14,5.062386984811106,0.1711087420042644,1.800639658848614,0.0,6.725010619291117
15,3.5148854829605085,0.7947368421052631,1.7017543859649125,0.0,4.804900948148488
16,0.47632553128770305,1.0743707093821508,2.437070938215103,0.0,5.276630353997568
17,1.1147089422888674,0.455531453362256,3.1301518438177873,0.0,6.3817664891754555
18,5.890309840789272,0.3335253456221198,1.455069124423963,0.0,5.129894248491516
19,0.9292600766639565,0.8901098901098902,2.4065934065934065,0.0,6.116412373201424
20,4.685735794625434,0.5973884657236127,1.2143634385201307,0.0,6.3160776302156165
21,3.9351013364865493,0.03229278794402583,2.6415500538213137,0.0,6.533390611776333
22,5.079009273980098,0.024536532170119956,2.1886586695747003,0.0,6.272046275827414
23,0.09237614963286667,0.6408284023668639,3.646153846153846,0.0,4.548101508277982
24,0.9984143149273206,0.9313953488372093,2.5604651162790697,0.0,4.931061138084869
25,3.349704592589945,0.30128205128205127,2.3397435897435894,0.0,6.682746852201555
26,3.347757800619986,0.44625407166123776,2.1237785016286646,0.0,6.359917751794315
27,0.9835467478092733,1.0670103092783505,2.223367697594502,0.0,5.25231440524246
28,1.0252539290988911,0.7156549520766774,2.5686900958466454,0.0,6.746074988830964
29,4.042780935679965,0.1629032258064516,2.3258064516129036,0.0,6.554864873072494
30,1.7938953518332972,0.2589928057553957,3.6906474820143886,0.0,4.258509334179409
31,2.663512314414322,0.8715976331360947,1.9988165680473375,0.0,4.548101508277982
32,0.31045734379454903,1.1318181818181818,2.3659090909090907,0.0,5.421365512610353
33,3.865484408359333,0.5079872204472844,1.674121405750799,0.0,6.746074988830965
34,4.84187592858675,0.41200951248513673,1.9369797859690845,0.0,4.443671771731355
35,0.3159680514105533,0.9155227032734952,2.458289334741288,0.0,6.912988430253352
36,0.18088271010998938,0.6481283422459893,3.1122994652406417,0.0,6.6615471658218715
37,3.424328394696952,0.09385113268608414,2.763754045307443,0.0,6.490303097201511
38,6.723914375861148,0.13763066202090593,1.501742160278746,0.0,4.956117343054812
