,mmol_experiment1_reagent1_chemical1,mmol_experiment1_reagent2_chemical2,mmol_experiment1_reagent2_chemical3,mmol_experiment1_reagent3_chemical3,mmol_experiment1_reagent6_chemical5
305,0.2601928214659078,0.1515,0.303,1.7055,2.226374103845318
306,0.5724242072249972,0.5235,1.047,0.4815,5.512926352378883
307,0.1170867696596585,0.7095,1.419,0.081,3.8696502281121012
308,3.044256011151121,0.3375,0.675,0.1845,0.5830979795785357
309,1.0928098501568126,0.2445,0.489,1.1385,0.7951336085161851
310,1.0798002090835173,0.6165,1.233,0.027,4.0816858570497505
311,2.6799860610988504,0.4305,0.861,0.0315,5.7249619813165324
312,4.332210477407365,0.0585,0.117,0.576,2.4384097327829677
313,3.6687187826692997,0.0825,0.165,0.7335,3.260047794916359
314,0.6244627715181786,0.453,0.906,0.675,6.546600043449923
315,0.41630851434545246,0.639,1.278,0.189,4.9033239191831415
316,2.5238703682193053,0.2685,0.537,0.5715,1.6167716706495765
317,0.9497037983505635,0.3615,0.723,0.837,1.2192048663914838
318,0.02601928214659078,0.732,1.464,0.045,4.479252661307843
319,1.274944825182948,0.546,1.092,0.171,6.122528785574626
320,3.6947380648158905,0.1755,0.351,0.4455,2.83597653704106
321,4.358229759553955,0.129,0.258,0.3555,2.0408429285248753
322,1.5611569287954468,0.4995,0.999,0.2115,5.300890723441235
323,0.3512603089789755,0.6855,1.371,0.072,3.6576145991744515
324,3.044256011151121,0.315,0.63,0.252,0.39756680425809254
325,1.9254268788477178,0.222,0.444,0.918,0.29154898978926785
326,0.5854338482982926,0.5925,1.185,0.27,3.578101238322833
327,2.8621210361249854,0.4065,0.813,0.0405,5.1948729089724095
328,1.8473690324079453,0.036,0.072,1.503,1.9348251140560506
329,3.824834475548845,0.048,0.096,0.783,2.7564631761894414
330,0.234173539319317,0.4185,0.837,0.9135,6.0165109711058005
331,1.1578580555232898,0.6045,1.209,0.036,4.3732348468390185
332,4.124056220234638,0.2325,0.465,0.126,1.113187051922659
333,3.5516320130096415,0.3255,0.651,0.045,1.5107538561807516
334,0.06504820536647694,0.6975,1.395,0.135,4.797306104714316
335,1.0798002090835173,0.5115,1.023,0.342,6.440582228981099
336,1.366012312696016,0.141,0.282,1.3545,3.1540299804475342
337,2.302706469973284,0.1875,0.375,0.891,2.332391918314143
338,1.4961087234289698,0.558,1.116,0.0585,5.618944166847708
339,0.01300964107329539,0.744,1.488,0.0135,3.975668042580925
340,1.7563015448948778,0.372,0.744,0.5265,0.6891157940473603
341,0.2471831803926124,0.279,0.558,1.3275,0.5035846187269173
342,0.2862121036124986,0.651,1.302,0.198,3.7636324136432764
343,2.0295040074340807,0.465,0.93,0.153,5.406908537910059
344,5.555116738297132,0.0945,0.189,0.045,2.120356289376494
345,0.05203856429318156,0.0705,0.141,2.0205,2.941994351509885
346,0.637472412591474,0.4425,0.885,0.702,6.22854660004345
347,0.7155302590312463,0.627,1.254,0.1215,4.585270475776668
348,3.486583807643165,0.2565,0.513,0.2745,1.2987182272431024
349,1.105819491230108,0.3495,0.699,0.819,0.9011514229850098
350,0.01300964107329539,0.72,1.44,0.0855,4.187703671518575
351,1.300964107329539,0.5355,1.071,0.1935,5.830979795785357
352,0.09106748751306773,0.1635,0.327,1.728,2.5444275472517925
353,1.808340109188059,0.117,0.234,1.2735,1.722789485118401
354,1.9254268788477178,0.489,0.978,0.117,5.009341733651966
355,0.5203856429318156,0.6735,1.347,0.0495,3.3660656093851835
356,0.05203856429318156,0.303,0.606,1.323,0.07951336085161852
357,2.5238703682193053,0.21,0.42,0.747,0.10601781446882468
358,1.4180508769891973,0.582,1.164,0.0135,3.3925700630023896
359,0.9627134394238589,0.396,0.792,0.729,5.035846187269172
360,2.1205714949471486,0.024,0.048,1.4445,1.7492939387356072
361,2.9531885236380537,0.018,0.036,1.1745,2.570932000868998
362,1.9904750842141945,0.39,0.78,0.3915,5.857484249402563
363,0.01300964107329539,0.576,1.152,0.5175,4.214208125135781
364,1.808340109188059,0.204,0.408,1.0125,0.9276558766022159
365,1.9384365199210132,0.297,0.594,0.6885,1.3252226808603087
366,0.27320246253920316,0.669,1.338,0.1485,4.6117749293938735
367,1.366012312696016,0.483,0.966,0.3285,6.255051053660656
368,2.706005343245441,0.111,0.222,0.981,2.968498805127091
369,4.5143454524335,0.1575,0.315,0.216,2.1468607429936997
370,0.44232779649204323,0.5295,1.059,0.5085,5.433412991527265
371,0.1170867696596585,0.714,1.428,0.0675,3.790136867260482
372,0.5203856429318156,0.3435,0.687,1.0395,0.5035846187269173
373,3.109304216517598,0.2505,0.501,0.423,0.7156202476645666
374,0.299221744685794,0.6225,1.245,0.279,4.002172496198131
375,0.42931815541874785,0.4365,0.873,0.792,5.645448620464915
376,0.299221744685794,0.0645,0.129,1.953,2.3588963719313494
377,1.274944825182948,0.0885,0.177,1.5435,3.1805344340647403
378,1.0928098501568126,0.459,0.918,0.495,6.467086682598306
379,0.7935881054710187,0.645,1.29,0.0405,4.823810558331523
380,2.588918573585783,0.2745,0.549,0.531,1.537258309797958
381,1.808340109188059,0.366,0.732,0.5265,1.1396915055398653
382,0.09106748751306773,0.738,1.476,0.0045,4.399739300456225
383,0.4032988732721571,0.552,1.104,0.4545,6.043015424723007
384,4.696480427459635,0.1815,0.363,0.081,2.782967629806648
385,1.4180508769891973,0.135,0.27,1.3545,1.9613295676732567
386,0.4553374375653386,0.5055,1.011,0.576,5.221377362589616
387,0.06504820536647694,0.6915,1.383,0.153,3.578101238322833
388,1.3530026716227206,0.3195,0.639,0.8235,0.31805344340647407
389,2.2636775467533976,0.228,0.456,0.783,0.4240712578752987
390,0.702520617957951,0.5985,1.197,0.2115,3.6841190527916576
391,2.3807643164130563,0.4125,0.825,0.189,5.32739517705844
392,1.0928098501568126,0.042,0.084,1.746,2.0408429285248753
393,1.405041235915902,0.03,0.06,1.674,2.8624809906582662
394,0.5073760018585202,0.402,0.804,0.8685,6.149033239191832
395,0.2601928214659078,0.5865,1.173,0.4005,4.505757114925049
396,4.00696945057498,0.216,0.432,0.216,1.24570932000869
397,2.8230921129050994,0.309,0.618,0.3465,1.6432761242667826
398,0.4032988732721571,0.6795,1.359,0.072,4.929828372800348
399,0.7935881054710187,0.495,0.99,0.4905,6.57310449706713
400,0.8846555929840865,0.123,0.246,1.575,3.286552248533565
401,4.423277964920432,0.1695,0.339,0.2115,2.464914186400174
402,0.8326170286909049,0.54,1.08,0.342,5.751466434933739
403,0.05203856429318156,0.726,1.452,0.054,4.108190310666956
404,2.3287257521198748,0.3555,0.711,0.378,0.8216380621333913
405,0.8196073876176095,0.2625,0.525,1.179,0.6096024331957419
406,0.3772795911255663,0.633,1.266,0.2205,3.896154681729307
407,0.9757230804971543,0.4485,0.897,0.567,5.53943080599609
408,3.3174584736903245,0.0765,0.153,0.873,2.2528785574625245
409,1.7432919038215824,0.054,0.108,1.485,3.074516619595916
410,0.8716459519107912,0.4245,0.849,0.675,6.361068868129481
411,1.001742362643745,0.6105,1.221,0.072,4.717792743862699
412,3.967940527355094,0.2385,0.477,0.162,1.4312404953291331
413,0.1170867696596585,0.3315,0.663,1.215,1.0336736910710407
414,0.07805784643977233,0.7035,1.407,0.1125,4.320225939604605
415,1.4180508769891973,0.5175,1.035,0.207,5.936997610254182
416,2.0164943663607855,0.1455,0.291,1.116,2.676949815337823
