,mmol_experiment1_reagent1_chemical1,mmol_experiment1_reagent2_chemical2,mmol_experiment1_reagent2_chemical3,mmol_experiment1_reagent3_chemical3,mmol_experiment1_reagent6_chemical5,mmol_experiment1_reagent7_chemical5
0,3.824834475548845,0.16428,0.08214,0.20724,1.8553117532044319,2.9950032587442976
1,1.1708676965965852,0.8857800000000001,0.44289000000000006,0.01727,5.698457527699326,0.8746469693678036
2,1.4830990823556744,0.68154,0.34077,0.12403,4.267217032370193,0.26504453617206175
3,3.4605645254965736,0.16872000000000004,0.08436000000000002,0.24806,1.2987182272431024,2.332391918314143
4,2.5628992914391917,0.6549,0.32745,0.01256,1.2192048663914838,3.1540299804475342
5,0.42931815541874785,0.9723600000000001,0.48618000000000006,0.04553,0.6361068868129481,5.380404084292852
6,0.8065977465443142,0.9523800000000001,0.47619000000000006,0.01413,0.6891157940473603,2.3854008255485555
7,1.704262980601696,0.81918,0.40959,0.0,4.0816858570497505,1.7757983923528133
8,4.319200836334069,0.11544000000000001,0.05772000000000001,0.18212,1.2987182272431024,0.6626113404301543
9,2.6149378557323733,0.43956000000000006,0.21978000000000003,0.15857,1.6432761242667826,0.9806647838366284
10,2.0425136485073763,0.46176000000000006,0.23088000000000003,0.21195000000000003,4.585270475776668,0.4240712578752987
11,0.8065977465443142,0.91908,0.45954,0.03768,2.6504453617206174,2.968498805127091
12,0.02601928214659078,0.2886,0.1443,0.5777599999999999,1.1927004127742777,3.0215077123615033
13,0.299221744685794,0.77256,0.38628,0.20253,6.255051053660656,0.07951336085161852
14,3.2914391915437338,0.40182000000000007,0.20091000000000003,0.10362,2.6504453617206174,3.6311101455572454
15,0.41630851434545246,0.78144,0.39072,0.18212,5.300890723441235,0.39756680425809254
16,2.471831803926124,0.19092,0.09546,0.35168,4.850315011948729,0.15902672170323703
17,0.2471831803926124,0.9812400000000001,0.49062000000000006,0.06123000000000001,2.517923093634586,1.5902672170323702
18,0.598443489371588,0.62604,0.31302,0.27004,2.3588963719313494,2.2793830110797306
19,0.5333952840051109,1.00344,0.50172,0.01099,5.247881816206822,1.2722137736258963
20,0.5594145661517017,0.8125200000000001,0.40626000000000007,0.14287,2.0938518357592875,2.9154898978926784
21,0.1431060518062493,1.0855800000000002,0.5427900000000001,0.0,0.21203562893764935,4.98283728003476
22,0.6634916947380649,0.9701400000000001,0.48507000000000006,0.01884,0.5565935259613295,5.380404084292852
23,0.44232779649204323,1.01454,0.50727,0.01413,5.1948729089724095,1.060178144688247
24,0.20815425717272623,0.9990000000000001,0.49950000000000006,0.053380000000000004,0.5565935259613295,5.32739517705844
25,0.6504820536647695,0.9057600000000001,0.45288000000000006,0.06594,1.8553117532044319,4.426243754073431
26,0.27320246253920316,1.06116,0.53058,0.00157,0.5035846187269173,0.7156202476645666
27,0.1300964107329539,1.08114,0.54057,0.00471,4.399739300456225,1.404736041711927
